word	phonemes	number_letters	number_phonemes	freq_per_million
Lieutenant	l.u.t.E.n.5.n.t	10	8	104.0392
expect	E.k.s.p.E.k.t	6	7	103.902
Hmm	h.5.m	3	3	103.7451
Mama	m.1.m.5	4	4	103.7059
future	f.j.u.tS.56	6	5	103.4902
paper	p.eI.p.56	5	4	103.3529
officer	A.f.I0.s.56	7	5	103.2353
hotel	h.oU.t.E.l	5	5	103.2157
buddy	b.V.d.i	5	4	102.8824
thinks	T.I.N.k.s	6	5	102.6471
Agent	eI.dZ.5.n.t	5	5	102.6471
talked	t.O.k.t	6	4	102.4706
blue	b.l.u	4	3	102.3922
American	5.m.E.r0.I.k.5.n	8	8	102.2157
mistake	m.I0.s.t.eI.k	7	6	101.9608
David	d.eI.v.I.d	5	5	101.8824
ones	w.V.n.z	4	4	101.5098
wedding	w.E.d.I.N	7	5	101.4314
clothes	k.l.oU.D.z	7	5	101.1373
weird	w.ir.56.d	5	4	101.098
changed	tS.eI.n.dZ.d	7	5	100.9412
court	k.or.t	5	3	100.7255
floor	f.l.or	5	3	100.6275
watching	w.A.tS.I.N	8	5	99.6275
building	b.I.l.d.I.N	8	6	99.5686
earth	36.T	5	2	99.4902
dude	d.u.d	4	3	99.4314
others	V.D.56.z	6	4	99.2353
longer	l.A.N.g.56	6	5	98.9412
forgot	f.56.g.A.t	6	5	98.9216
finish	f.I.n.I0.S	6	5	98.9216
ship	S.I.p	4	3	98.8824
club	k.l.V.b	4	4	98.7843
attention	5.t.E.n.S.5.n	9	7	98.6667
eight	eI.t	5	2	98.2353
worse	w.36.s	5	3	98.0784
pain	p.eI.n	4	3	97.9412
Ben	b.E.n	3	3	97.9216
sing	s.I.N	4	3	97.5882
blow	b.l.oU	4	3	97.5686
choice	tS.OI.s	6	3	97.549
Ray	r0.eI	3	2	97.3725
birthday	b.36.T.d.eI	8	5	97.2157
stick	s.t.I.k	5	4	97.1176
relax	r0.I0.l.1.k.s	5	6	96.7843
yesterday	j.E.s.t.56.d.eI	9	7	96.7647
honor	A.n.56	5	3	96.3137
smart	s.m.Ar.t	5	4	96.2549
Colonel	k.36.n.l	7	4	96.2549
boat	b.oU.t	4	3	95.7843
plane	p.l.eI.n	5	4	95.5294
month	m.V.n.T	5	4	95.1765
lovely	l.V.v.l.i	6	5	95.1569
given	g.I.v.5.n	5	5	95.1176
train	t.r0.eI.n	5	4	95.0588
fair	f.Er	4	2	94.7451
worried	w.V.r0.I.d	7	5	94.7255
Ooh	u	3	1	94.6471
needed	n.i.d.I0.d	6	5	94.4706
sitting	s.I.t.I.N	7	5	94.3922
security	s.I0.k.j.Ur.r0.I0.t.i	8	9	94.3137
cover	k.V.v.56	5	4	94.2745
across	5.k.r0.A.s	6	5	94.1373
Paul	p.O.l	4	3	94.1373
bag	b.1.g	3	3	94.0392
terrible	t.E.r0.5.b.l	8	6	94.0196
caught	k.O.t	6	3	93.9412
song	s.O.N	4	3	93.6863
spend	s.p.E.n.d	5	5	93.2745
horse	h.or.s	5	3	92.8824
ring	r0.I.N	4	3	92.7451
sell	s.E.l	4	3	92.2549
return	r0.I0.t.36.n	6	5	91.6863
personal	p.36.s.5.n.l	8	6	91.6667
message	m.E.s.I0.dZ	7	5	91.5098
system	s.I.s.t.5.m	6	6	91.5098
afternoon	1.f.t.56.n.u.n	9	7	91.4902
Bob	b.A.b	3	3	91.4902
happening	h.1.p.5.n.I.N	9	7	90.549
tough	t.V.f	5	3	90.5098
Christ	k.r0.aI.s.t	6	5	90.1373
Peter	p.i.t.56	5	4	90.1176
quit	k.w.I.t	4	4	90.098
count	k.aU.n.t	5	4	89.9608
box	b.A.k.s	3	4	89.7451
missed	m.I.s.t	6	4	89.5686
present	p.r0.E.z.5.n.t	7	7	89.451
kept	k.E.p.t	4	4	89.3922
charge	tS.Ar.dZ	6	3	89.3922
information	I.n.f.56.m.eI.S.5.n	11	9	89.3529
fool	f.u.l	4	3	89.3333
simple	s.I.m.p.l	6	5	89.3137
middle	m.I.d.l	6	4	89.1961
calm	k.A.m	4	3	89.0392
surprise	s.56.p.r0.aI.z	8	6	88.902
forever	f.or.r0.E.v.56	7	6	88.8039
decided	d.I0.s.aI.d.I0.d	7	7	88.6471
dark	d.Ar.k	4	3	88.6078
anywhere	E.n.I0.w.Er	8	5	88.2549
miles	m.aI.l.z	5	4	88.2353
swear	s.w.Er	5	3	88.1569
land	l.1.n.d	4	4	88.1176
Mary	m.Er.r0.i	4	4	88.0784
missing	m.I.s.I.N	7	5	87.9216
cute	k.j.u.t	4	4	87.7451
lying	l.aI.I.N	5	4	87.6863
master	m.1.s.t.56	6	5	87.2549
dress	d.r0.E.s	5	4	87.1961
strong	s.t.r0.O.N	6	5	86.8627
key	k.i	3	2	86.8627
fix	f.I.k.s	3	4	86.7843
interesting	I.n.t.r0.5.s.t.I.N	11	9	86.6863
wearing	w.Er.r0.I.N	7	5	86.4706
strange	s.t.r0.eI.n.dZ	7	6	86.4314
Johnny	dZ.A.n.i	6	4	86.4314
voice	v.OI.s	5	3	86.1569
rock	r0.A.k	4	3	86.1569
cop	k.A.p	3	3	86.1373
window	w.I.n.d.oU	6	5	86
bar	b.Ar	3	2	85.9804
totally	t.oU.t.l.l.i	7	6	85.8235
interested	I.n.t.r0.5.s.t.I0.d	10	9	85.7647
appreciate	5.p.r0.i.S.I0.j.eI.t	10	9	85.7451
army	Ar.m.i	4	3	85.6863
paid	p.eI.d	4	3	85.6667
short	S.or.t	5	3	85.6275
record	r0.E.k.56.d	6	5	85.5882
bought	b.O.t	6	3	85.5294
card	k.Ar.d	4	3	85.4314
certain	s.36.t.5.n	7	5	85.3725
college	k.A.l.I0.dZ	7	5	85.1765
fly	f.l.aI	3	3	85
evidence	E.v.I.d.5.n.s	8	7	85
bank	b.1.N.k	4	4	84.9804
Besides	b.I.s.aI.d.z	7	6	84.8627
completely	k.5.m.p.l.i.t.l.i	10	9	84.3725
ran	r0.1.n	3	3	84.2353
cops	k.A.p.s	4	4	84.1176
test	t.E.s.t	4	4	84.0784
history	h.I.s.t.56.r0.i	7	7	83.9216
finished	f.I.n.I0.S.t	8	6	83.7059
born	b.or.n	4	3	83.6863
proud	p.r0.aU.d	5	4	83.6275
fish	f.I.S	4	3	83.4902
join	dZ.OI.n	4	3	83.4314
lead	l.i.d	4	3	83.2549
smell	s.m.E.l	5	4	83.1373
near	n.ir.56	4	3	83.098
apartment	5.p.Ar.t.m.5.n.t	9	8	83.0392
enjoy	E.n.dZ.OI	5	4	82.7843
letter	l.E.t.56	6	4	82.6078
situation	s.I.t.j.u.eI.S.5.n	9	9	82.4902
trip	t.r0.I.p	4	4	82.3922
Harry	h.1.r0.i	5	4	82.2157
Mark	m.Ar.k	4	3	82.0196
store	s.t.or	5	3	81.9216
amazing	5.m.eI.z.I.N	7	6	81.7059
star	s.t.Ar	4	3	81.3529
Danny	d.1.n.i	5	4	81.3333
accident	1.k.s.I.d.5.n.t	8	8	81.2941
imagine	I0.m.1.dZ.I0.n	7	6	81.0392
Doc	d.A.k	3	3	80.8235
pleasure	p.l.E.Z.56	8	5	80.7451
ought	O.t	5	2	80.7451
list	l.I.s.t	4	4	80.5882
rich	r0.I.tS	4	3	80.3922
calls	k.O.l.z	5	4	80.3333
Jimmy	dZ.I.m.i	5	4	80.2157
service	s.36.v.I0.s	7	5	79.9216
entire	E.n.t.aI.56	6	5	79.8039
difference	d.I.f.r0.5.n.s	10	7	79.7255
judge	dZ.V.dZ	5	3	79.6667
ice	aI.s	3	2	79.549
lawyer	l.OI.56	6	3	79.5098
fat	f.1.t	3	3	79.4314
Alright	O.l.r0.aI.t	7	5	79.2941
instead	I.n.s.t.E.d	7	6	79.2745
age	eI.dZ	3	2	79.1961
station	s.t.eI.S.5.n	7	6	79.0784
realize	r0.i.j.5.l.aI.z	7	7	79.0588
gold	g.oU.l.d	4	4	78.9412
seat	s.i.t	4	3	78.7843
liked	l.aI.k.t	5	4	78.7647
hundred	h.V.n.d.r0.5.d	7	7	78.7255
summer	s.V.m.56	6	4	78.6667
dollars	d.A.l.56.z	7	5	78.3922
standing	s.t.1.n.d.I.N	8	7	78.3137
Angel	eI.n.dZ.l	5	4	78.2745
mess	m.E.s	4	3	78.1373
America	5.m.E.r0.I.k.5	7	7	77.9216
Chief	tS.i.f	5	3	77.902
killing	k.I.l.I.N	7	5	77.7451
radio	r0.eI.d.I0.j.oU	5	6	77.1765
hungry	h.V.N.g.r0.i	6	6	77.0784
problems	p.r0.A.b.l.5.m.z	8	8	77.0784
marriage	m.1.r0.I0.dZ	8	5	77.0588
brain	b.r0.eI.n	5	4	77.0196
soul	s.oU.l	4	3	76.9608
forgive	f.5.g.I.v	7	5	76.8039
drunk	d.r0.V.N.k	5	5	76.549
Henry	h.E.n.r0.i	5	5	76.549
deep	d.i.p	4	3	76.3922
figured	f.I.g.5.d	7	5	76.3333
likes	l.aI.k.s	5	4	76.2549
girlfriend	g.36.l.f.r0.E.n.d	10	8	76.098
folks	f.oU.k.s	5	4	76.0392
slow	s.l.oU	4	3	76.0196
private	p.r0.aI.v.5.t	7	6	75.9608
during	d.j.Ur.r0.I.N	6	6	75.9216
Ed	E.d	2	2	75.6471
attack	5.t.1.k	6	4	75.549
beer	b.ir.56	4	3	75.4902
definitely	d.E.f.I0.n.5.t.l.i	10	9	75.451
stopped	s.t.A.p.t	7	5	75.3725
partner	p.Ar.t.n.56	7	5	75.2157
walking	w.O.k.I.N	7	5	75.0196
area	Er.r0.ir	4	3	74.9216
dangerous	d.eI.n.dZ.56.r0.5.s	9	8	74.8431
offer	A.f.56	5	3	74.7059
scene	s.i.n	5	3	74.6471
third	T.36.d	5	3	74.5294
upset	V.p.s.E.t	5	5	74.5098
bus	b.V.s	3	3	74.1765
owe	oU	3	1	74.1569
shoes	S.u.z	5	3	74.1569
driving	d.r0.aI.v.I.N	7	6	74.1176
English	I.N.g.l.I0.S	7	6	74.0588
Richard	r0.I.tS.56.d	7	5	73.8235
group	g.r0.u.p	5	4	73.7647
kick	k.I.k	4	3	73.4118
evil	i.v.l	4	3	73.1569
Joey	dZ.oU.i	4	3	73.0784
joke	dZ.oU.k	4	3	73.0196
fell	f.E.l	4	3	73
truck	t.r0.V.k	5	4	72.8627
teach	t.i.tS	5	3	72.8431
ground	g.r0.aU.n.d	6	5	72.4706
green	g.r0.i.n	5	4	72.4706
loves	l.V.v.z	5	4	72.451
cash	k.1.S	4	3	72.4314
forward	f.or.w.56.d	7	5	72.3333
honest	A.n.I.s.t	6	5	72.3333
boyfriend	b.OI.f.r0.E.n.d	9	7	72.2353
park	p.Ar.k	4	3	72.1176
single	s.I.N.g.l	6	5	72.0784
position	p.5.z.I.S.5.n	8	7	72.0784
respect	r0.I0.s.p.E.k.t	7	7	71.451
broken	b.r0.oU.k.5.n	6	6	71.2549
crime	k.r0.aI.m	5	4	71.2353
wrote	r0.oU.t	5	3	71.1569
public	p.V.b.l.I.k	6	6	71.0784
Max	m.1.k.s	3	4	70.9804
Mommy	m.A.m.i	5	4	70.9216
Congratulations	k.A.n.g.r0.1.t.u.l.eI.S.5.n.z	15	14	70.902
grab	g.r0.1.b	4	4	70.8627
fighting	f.aI.t.I.N	8	5	70.8039
art	Ar.t	3	2	70.8039
favor	f.eI.v.56	5	4	70.7647
upstairs	V.p.s.t.Er.z	8	6	70.7255
wall	w.O.l	4	3	70.6863
force	f.or.s	5	3	70.6667
seconds	s.E.k.5.n.d.z	7	7	70.6471
jail	dZ.eI.l	4	3	70.6275
push	p.U.S	4	3	70.549
prove	p.r0.u.v	5	4	70.3922
normal	n.or.m.l	6	4	70.3725
protect	p.r0.5.t.E.k.t	7	7	70.2549
machine	m.5.S.i.n	7	5	70.2549
field	f.i.l.d	5	4	70.1961
spent	s.p.E.n.t	5	5	70.0784
feels	f.i.l.z	5	4	69.9804
speaking	s.p.i.k.I.N	8	6	69.902
named	n.eI.m.d	5	4	69.8824
jump	dZ.V.m.p	4	4	69.8235
starting	s.t.Ar.t.I.N	8	6	69.7647
saved	s.eI.v.d	5	4	69.7647
nose	n.oU.z	4	3	69.7451
hide	h.aI.d	4	3	69.6863
sun	s.V.n	3	3	69.6667
church	tS.36.tS	6	3	69.6667
peace	p.i.s	5	3	69.6078
Professor	p.r0.5.f.E.s.56	9	7	69.5686
Bobby	b.A.b.i	5	4	69.549
share	S.Er	5	2	69.5098
French	f.r0.E.n.tS	6	5	69.4314
Steve	s.t.i.v	5	4	69.4118
bullshit	b.U.l.S.I.t	8	6	69.3529
moved	m.u.v.d	5	4	69.3333
picked	p.I.k.t	6	4	69.2941
thousand	T.aU.z.5.n.d	8	6	69.2941
Paris	p.1.r0.I.s	5	5	69.2353
holding	h.oU.l.d.I.N	7	6	69.2157
Billy	b.I.l.i	5	4	69.1176
fear	f.ir.56	4	3	69.0784
using	j.u.z.I.N	5	5	69.0196
la	l.1	2	2	68.9804
tape	t.eI.p	4	3	68.8431
Tony	t.oU.n.i	4	4	68.6863
suit	s.u.t	4	3	68.6078
pictures	p.I.k.tS.56.z	8	6	68.1765
Holy	h.oU.l.i	4	4	68.1373
putting	p.U.t.I.N	7	5	67.9804
involved	I.n.v.A.l.v.d	8	7	67.9412
gas	g.1.s	3	3	67.7843
books	b.U.k.s	5	4	67.7647
relationship	r0.I0.l.eI.S.5.n.S.I.p	12	10	67.6863
neither	n.i.D.56	7	4	67.6667
nine	n.aI.n	4	3	67.4706
Pop	p.A.p	3	3	67.4706
rules	r0.u.l.z	5	4	67.4118
bother	b.A.D.56	6	4	67.3725
especially	I0.s.p.E.S.l.i	10	7	67.2157
nervous	n.36.v.5.s	7	5	67.1569
whether	w.E.D.56	7	4	67.1373
dying	d.aI.I.N	5	4	66.9804
stuck	s.t.V.k	5	4	66.6471
round	r0.aU.n.d	5	4	66.5294
dirty	d.36.t.i	5	4	66.451
cat	k.1.t	3	3	66.3333
breakfast	b.r0.E.k.f.5.s.t	9	8	66.2941
idiot	I.d.I.j.5.t	5	6	66.2157
space	s.p.eI.s	5	4	66.0588
lived	l.I.v.d	5	4	66.0392
prison	p.r0.I.z.5.n	6	6	66.0392
carry	k.1.r0.i	5	4	65.902
James	dZ.eI.m.z	5	4	65.8431
cry	k.r0.aI	3	3	65.6471
bastard	b.1.s.t.56.d	7	6	65.6471
smoke	s.m.oU.k	5	4	65.4314
arm	Ar.m	3	2	65.4118
film	f.I.l.m	4	4	65.2549
government	g.V.v.56.n.m.5.n.t	10	9	65.2353
tree	t.r0.i	4	3	65
foot	f.U.t	4	3	64.9216
contact	k.A.n.t.1.k.t	7	7	64.8039
knock	n.A.k	5	3	64.6863
agree	5.g.r0.i	5	4	64.6667
pardon	p.Ar.d.5.n	6	5	64.6471
gives	g.I.v.z	5	4	64.5098
gift	g.I.f.t	4	4	64.5098
South	s.aU.T	5	3	64.4706
dreams	d.r0.i.m.z	6	5	64.4118
Jim	dZ.I.m	3	3	64.2549
hat	h.1.t	3	3	64.1765
sake	s.eI.k	4	3	64.1569
sweetheart	s.w.i.t.h.Ar.t	10	7	64.1569
board	b.or.d	5	3	64.1569
seriously	s.ir.r0.I0.j.5.s.l.i	9	9	64.1176
North	n.or.T	5	3	63.8824
department	d.I0.p.Ar.t.m.5.n.t	10	9	63.8431
patient	p.eI.S.5.n.t	7	6	63.6471
awful	O.f.l	5	3	63.4118
sad	s.1.d	3	3	63.3725
wondering	w.V.n.d.56.r0.I.N	9	8	63.3529
roll	r0.oU.l	4	3	63.2745
Robert	r0.A.b.56.t	6	5	63.1765
beginning	b.I.g.I.n.I.N	9	7	63.1176
usually	j.u.Z.u.l.l.i	7	7	63.0196
grand	g.r0.1.n.d	5	5	63.0196
Sergeant	s.Ar.dZ.5.n.t	8	6	62.9412
laugh	l.1.f	5	3	62.8627
killer	k.I.l.56	6	4	62.8627
listening	l.I.s.5.n.I.N	9	7	62.8431
doubt	d.aU.t	5	3	62.8431
upon	5.p.A.n	4	4	62.7255
double	d.V.b.l	6	4	62.7059
twice	t.w.aI.s	5	4	62.5686
whose	h.u.z	5	3	62.4902
outta	aU.t.t.A	5	4	62.451
plenty	p.l.E.n.t.i	6	6	62.3137
guilty	g.I.l.t.i	6	5	62.2941
Jerry	dZ.E.r0.i	5	4	62.2157
promised	p.r0.A.m.I.s.d	8	7	62.1373
fired	f.aI.56.d	5	4	61.9412
race	r0.eI.s	4	3	61.902
crap	k.r0.1.p	4	4	61.7843
chicken	tS.I.k.I.n	7	5	61.7255
bathroom	b.1.T.r0.u.m	8	6	61.6667
asshole	1.s.h.oU.l	7	5	61.6078
spot	s.p.A.t	4	4	61.5686
reading	r0.i.d.I.N	7	5	61.4314
orders	or.d.56.z	6	4	61.3725
weekend	w.i.k.E.n.d	7	6	61.1373
Detective	d.I0.t.E.k.t.I.v	9	8	61.1176
action	1.k.S.5.n	6	5	61.0784
Sheriff	S.E.r0.I0.f	7	5	61.0784
eating	i.t.I.N	6	4	60.8235
glass	g.l.1.s	5	4	60.7059
type	t.aI.p	4	3	60.6471
guns	g.V.n.z	4	4	60.6275
experience	E.k.s.p.ir.r0.I0.j.5.n.s	10	11	60.549
West	w.E.s.t	4	4	60.549
obviously	A.b.v.I0.j.5.s.l.i	9	9	60.4314
wine	w.aI.n	4	3	60.3529
Luke	l.u.k	4	3	60.2157
press	p.r0.E.s	5	4	60.1961
difficult	d.I.f.I.k.l.t	9	7	60.1569
lots	l.A.t.s	4	4	60.1569
Brown	b.r0.aU.n	5	4	60.1176
Nick	n.I.k	4	3	60.0392
rid	r0.I.d	3	3	59.8431
sea	s.i	3	2	59.8431
arms	Ar.m.z	4	3	59.8039
flight	f.l.aI.t	6	4	59.6863
staying	s.t.eI.I.N	7	5	59.6078
arrest	5.r0.E.s.t	6	5	59.549
neck	n.E.k	4	3	59.5098
grow	g.r0.oU	4	3	59.4902
mention	m.E.n.S.5.n	7	6	59.4706
favorite	f.eI.v.5.r0.I0.t	8	7	59.451
wind	w.I.n.d	4	4	59.3725
sleeping	s.l.i.p.I.N	8	6	59.3529
notice	n.oU.t.I0.s	6	5	59.2549
admit	5.d.m.I.t	5	5	59.1961
extra	E.k.s.t.r0.5	5	6	59.1569
within	w.I.D.I.n	6	5	59.1569
low	l.oU	3	2	59.1373
impossible	I.m.p.A.s.5.b.l	10	8	59.1176
gay	g.eI	3	2	59.0784
computer	k.5.m.p.j.u.t.56	8	8	59.0392
angry	1.N.g.r0.i	5	5	58.9804
bunch	b.V.n.tS	5	4	58.8824
blame	b.l.eI.m	5	4	58.7843
pants	p.1.n.t.s	5	5	58.7451
visit	v.I.z.I0.t	5	5	58.6863
clock	k.l.A.k	5	4	58.6275
tea	t.i	3	2	58.6275
fellow	f.E.l.oU	6	4	58.5686
kitchen	k.I.tS.5.n	7	5	58.3137
lay	l.eI	3	2	58.2353
hole	h.oU.l	4	3	58.2157
guard	g.Ar.d	5	3	58.1961
learned	l.36.n.d	7	4	58.1176
smile	s.m.aI.l	5	4	58
feelings	f.i.l.I.N.z	8	6	57.6078
fit	f.I.t	3	3	57.5882
pal	p.1.l	3	3	57.5882
bear	b.Er	4	2	57.4118
often	O.f.5.n	5	4	57.3529
wild	w.aI.l.d	4	4	57.3137
silly	s.I.l.i	5	4	57.098
camera	k.1.m.5.r0.5	6	6	57
begin	b.I.g.I.n	5	5	56.9804
reach	r0.i.tS	5	3	56.9216
beach	b.i.tS	5	3	56.6275
Larry	l.1.r0.i	5	4	56.6275
heaven	h.E.v.5.n	6	5	56.6078
lock	l.A.k	4	3	56.5686
leg	l.E.g	3	3	56.5098
quickly	k.w.I.k.l.i	7	6	56.4902
lights	l.aI.t.s	6	4	56.4118
Kelly	k.E.l.i	5	4	56.3922
worst	w.36.s.t	5	4	56.3529
shooting	S.u.t.I.N	8	5	56.2941
played	p.l.eI.d	6	4	56.2745
plans	p.l.1.n.z	5	5	56.2157
bucks	b.V.k.s	5	4	56.1961
suddenly	s.V.d.5.n.l.i	8	7	55.9608
writing	r0.aI.t.I.N	7	5	55.9216
track	t.r0.1.k	5	4	55.7451
teacher	t.i.tS.56	7	4	55.7255
ridiculous	r0.I.d.I.k.j.U.l.5.s	10	10	55.6078
legs	l.E.g.z	4	4	55.5882
river	r0.I.v.56	5	4	55.4706
dare	d.Er	4	2	55.4118
burn	b.36.n	4	3	55.2157
raise	r0.eI.z	5	3	55.1961
Aunt	1.n.t	4	3	55.1961
Rory	r0.or.r0.i	4	4	55.0784
surprised	s.56.p.r0.aI.z.d	9	7	55.0588
decision	d.I0.s.I.Z.5.n	8	7	55.0588
cross	k.r0.O.s	5	4	55.0392
cost	k.O.s.t	4	4	54.9216
queen	k.w.i.n	5	4	54.6863
fresh	f.r0.E.S	5	4	54.5098
innocent	I.n.5.s.5.n.t	8	7	54.5098
emergency	I0.m.36.dZ.5.n.s.i	9	8	54.4314
medical	m.E.d.I.k.l	7	6	54.3922
dancing	d.1.n.s.I.N	7	6	54.3922
cell	s.E.l	4	3	54.3529
gotten	g.A.t.5.n	6	5	54.2745
seemed	s.i.m.d	6	4	54.2549
bigger	b.I.g.56	6	4	54.2157
States	s.t.eI.t.s	6	5	54.098
closed	k.l.oU.z.d	6	5	54.0784
names	n.eI.m.z	5	4	53.8431
walked	w.O.k.t	6	4	53.6667
bomb	b.A.m	4	3	53.6471
hanging	h.1.N.I0.N	7	5	53.6275
note	n.oU.t	4	3	53.549
shop	S.A.p	4	3	53.549
sweetie	s.w.i.t.i	7	5	53.549
nuts	n.V.t.s	4	4	53.5098
band	b.1.n.d	4	4	53.4118
losing	l.u.z.I.N	6	5	53.3725
price	p.r0.aI.s	5	4	53.3725
steal	s.t.i.l	5	4	53.3333
waste	w.eI.s.t	5	4	53.2549
client	k.l.aI.5.n.t	6	6	53.2353
stole	s.t.oU.l	5	4	53.1569
crying	k.r0.aI.I.N	6	5	53.1176
pressure	p.r0.E.S.56	8	5	53.1176
code	k.oU.d	4	3	53.1176
places	p.l.eI.s.I0.z	6	6	53.0588
dogs	d.A.g.z	4	4	53.0196
Rose	r0.oU.z	4	3	53.0196
dick	d.I.k	4	3	53
accept	5.k.s.E.p.t	6	6	52.7843
further	f.36.D.56	7	4	52.7451
excellent	E.k.s.E.l.5.n.t	9	8	52.7059
magic	m.1.dZ.I.k	5	5	52.6863
drinking	d.r0.I.N.k.I.N	8	7	52.6471
keeps	k.i.p.s	5	4	52.5686
corner	k.or.n.56	6	4	52.5294
consider	k.5.n.s.I.d.56	8	7	52.4706
ourselves	aU.5.s.E.l.v.z	9	7	52.4706
herself	h.36.s.E.l.f	7	6	52.451
acting	1.k.t.I.N	6	5	52.451
locked	l.A.k.t	6	4	52.3529
laughing	l.1.f.I.N	8	5	52.2941
address	5.d.r0.E.s	7	5	52.2745
copy	k.A.p.i	4	4	52.2745
tells	t.E.l.z	5	4	52.2549
warm	w.or.m	4	3	52.1373
sold	s.oU.l.d	4	4	52.0588
pregnant	p.r0.E.g.n.5.n.t	8	8	52.0196
hall	h.O.l	4	3	51.9412
treat	t.r0.i.t	5	4	51.8824
everywhere	E.v.r0.I0.w.Er	10	6	51.7843
Van	v.1.n	3	3	51.7843
papers	p.eI.p.56.z	6	5	51.7255
complete	k.5.m.p.l.i.t	8	7	51.6863
cup	k.V.p	3	3	51.6471
ways	w.eI.z	4	3	51.6275
level	l.E.v.l	5	4	51.6275
passed	p.1.s.t	6	4	51.5882
witness	w.I.t.n.5.s	7	6	51.3922
eh	eI	2	1	51.3529
taste	t.eI.s.t	5	4	51.3137
motherfucker	m.V.D.56.f.V.k.56	12	8	51.2941
hardly	h.Ar.d.l.i	6	5	51.2353
camp	k.1.m.p	4	4	51.2157
keeping	k.i.p.I.N	7	5	51.1373
Charles	tS.Ar.l.z	7	4	51.098
keys	k.i.z	4	3	51
Yep	j.E.p	3	3	50.9804
beg	b.E.g	3	3	50.9804
duty	d.u.t.i	4	4	50.9608
interest	I.n.t.r0.5.s.t	8	7	50.9412
tight	t.aI.t	5	3	50.9216
helping	h.E.l.p.I.N	7	6	50.7451
bottle	b.A.t.l	6	4	50.7451
support	s.5.p.or.t	7	5	50.7255
Leo	l.i.j.oU	3	4	50.5882
flying	f.l.aI.I.N	6	5	50.5686
decide	d.I0.s.aI.d	6	5	50.4118
United	j.u.n.aI.t.I0.d	6	7	50.2745
turns	t.36.n.z	5	4	50.0392
moon	m.u.n	4	3	49.9608
bottom	b.A.t.5.m	6	5	49.9216
hoping	h.oU.p.I.N	6	5	49.8824
conversation	k.A.n.v.36.s.eI.S.5.n	12	10	49.8627
San	s.1.n	3	3	49.8627
hero	h.ir.r0.oU	4	4	49.8431
asleep	5.s.l.i.p	6	5	49.8235
Roger	r0.A.dZ.56	5	4	49.8039
final	f.aI.n.l	5	4	49.6667
continue	k.A.n.t.I.n.j.u	8	8	49.549
East	i.s.t	4	3	49.549
match	m.1.tS	5	3	49.4314
apologize	5.p.A.l.5.dZ.aI.z	9	8	49.3725
trial	t.r0.aI.l	5	4	49.3725
spirit	s.p.I.r0.I.t	6	6	49.3529
willing	w.I.l.I.N	7	5	49.2549
chair	tS.Er	5	2	49.2353
risk	r0.I.s.k	4	4	49.0392
study	s.t.V.d.i	5	5	49.0392
Amy	eI.m.i	3	3	48.9804
possibly	p.A.s.5.b.l.i	8	7	48.902
rain	r0.eI.n	4	3	48.902
above	5.b.V.v	5	4	48.8824
cousin	k.V.z.5.n	6	5	48.8431
pulled	p.U.l.d	6	4	48.7843
cream	k.r0.i.m	5	4	48.7059
dropped	d.r0.A.p.t	7	5	48.6667
excited	E.k.s.aI.t.I0.d	7	7	48.6078
memory	m.E.m.56.r0.i	6	6	48.5686
breathe	b.r0.i.D	7	4	48.5098
enemy	E.n.E.m.i	5	5	48.5098
huge	h.j.u.dZ	4	4	48.3725
search	s.36.tS	6	3	48.3725
greatest	g.r0.eI.t.5.s.t	8	7	48.3137
drugs	d.r0.V.g.z	5	5	48.3137
beauty	b.j.u.t.i	6	5	48.2353
lately	l.eI.t.l.i	6	5	48.2157
Tommy	t.A.m.i	5	4	48.2157
rule	r0.u.l	4	3	48.1373
build	b.I.l.d	5	4	48.0784
choose	tS.u.z	6	3	48.0588
cards	k.Ar.d.z	5	4	48.0196
Lee	l.i	3	2	48.0196
advice	5.d.v.aI.s	6	5	47.9804
immediately	I.m.i.d.I0.j.5.t.l.i	11	10	47.9608
teeth	t.i.T	5	3	47.8431
became	b.I.k.eI.m	6	5	47.7451
victim	v.I.k.t.I.m	6	6	47.7255
Friday	f.r0.aI.d.eI	6	5	47.6275
coach	k.oU.tS	5	3	47.6275
flowers	f.l.aU.56.z	7	5	47.5882
showed	S.oU.d	6	3	47.549
crew	k.r0.u	4	3	47.5294
Saturday	s.1.t.56.d.eI	8	6	47.5098
driver	d.r0.aI.v.56	6	5	47.3725
Apparently	5.p.1.r0.5.n.t.l.i	10	9	47.3529
heavy	h.E.v.i	5	4	47.2941
trick	t.r0.I.k	5	4	47.2745
empty	E.m.p.t.i	5	5	47.2353
comfortable	k.V.m.f.56.t.5.b.l	11	9	47.2157
destroy	d.I0.s.t.r0.OI	7	6	47.1765
brothers	b.r0.V.D.56.z	8	6	47.0588
mission	m.I.S.5.n	7	5	47.0588
Plus	p.l.V.s	4	4	47.0392
apart	5.p.Ar.t	5	4	47.0196
pool	p.u.l	4	3	46.9804
dumb	d.V.m	4	3	46.9608
dressed	d.r0.E.s.t	7	5	46.9412
helped	h.E.l.p.t	6	5	46.8235
knife	n.aI.f	5	3	46.8039
checked	tS.E.k.t	7	4	46.7059
Santa	s.1.n.t.5	5	5	46.6863
weapon	w.E.p.5.n	6	5	46.6471
restaurant	r0.E.s.t.r0.A.n.t	10	8	46.5294
shirt	S.36.t	5	3	46.3725
faith	f.eI.T	5	3	46.3333
