word	phonemes	number_letters	number_phonemes	freq_per_million
monogrammed	m.A.n.oU.g.r0.1.m.d	11	9	0.58824
porky	p.or.k.i	5	4	0.58824
raccoons	r0.1.k.u.n.z	8	6	0.58824
reboot	r0.I0.b.u.t	6	5	0.58824
sidecar	s.aI.d.k.Ar	7	5	0.58824
Speedo	s.p.i.d.oU	6	5	0.58824
spics	s.p.I.k.s	5	5	0.58824
telepathic	t.E.l.I0.p.1.T.I.k	10	9	0.58824
tortillas	t.or.t.i.j.5.z	9	7	0.58824
acrobat	1.k.r0.oU.b.1.t	7	7	0.58824
antibodies	1.n.t.I0.b.A.d.I.z	10	9	0.58824
apostles	5.p.A.s.l.z	8	6	0.58824
Baltic	b.A.l.t.I.k	6	6	0.58824
Christmases	k.r0.I.s.m.5.s.I0.z	11	9	0.58824
ejection	I.dZ.E.k.S.5.n	8	7	0.58824
Gere	dZ.ir.56	4	3	0.58824
gonorrhea	g.A.n.5.r0.ir	9	6	0.58824
prelude	p.r0.E.l.j.u.d	7	7	0.58824
resin	r0.E.z.I.n	5	5	0.58824
rippling	r0.I.p.l.I.N	8	6	0.58824
sixpence	s.I.k.s.p.5.n.s	8	8	0.58824
Asteroids	1.s.t.56.r0.OI.d.z	9	8	0.58824
bionic	b.aI.j.A.n.I.k	6	7	0.58824
blazers	b.l.eI.z.56.z	7	6	0.58824
cantina	k.1.n.t.i.n.5	7	7	0.58824
cobalt	k.oU.b.A.l.t	6	6	0.58824
coven	k.V.v.5.n	5	5	0.58824
Faulkner	f.O.k.n.56	8	5	0.58824
jumpers	dZ.V.m.p.56.z	7	6	0.58824
Luxembourg	l.V.k.s.5.m.b.36.g	10	9	0.58824
prelim	p.r0.I.l.I.m	6	6	0.58824
Quixote	k.w.I.k.s.oU.t	7	7	0.58824
radicals	r0.1.d.I.k.l.z	8	7	0.58824
rickshaw	r0.I.k.S.O	8	5	0.58824
Speedway	s.p.i.d.w.eI	8	6	0.58824
Syria	s.I.r0.i.j.5	5	6	0.58824
candlesticks	k.1.n.d.l.s.t.I.k.s	12	10	0.58824
fecal	f.E.k.l	5	4	0.58824
hibernation	h.aI.b.56.n.eI.S.5.n	11	9	0.58824
insurgents	I.n.s.36.dZ.5.n.t.s	10	9	0.58824
misbehave	m.I0.s.b.I0.h.eI.v	9	8	0.58824
scrappy	s.k.r0.1.p.i	7	6	0.58824
baseballs	b.eI.s.b.O.l.z	9	7	0.58824
Borneo	b.or.n.I0.j.oU	6	6	0.58824
freckle	f.r0.E.k.l	7	5	0.58824
heretic	h.E.r0.5.t.I.k	7	7	0.58824
Juju	dZ.u.dZ.u	4	4	0.58824
shoemaker	S.u.m.eI.k.56	9	6	0.58824
transistor	t.r0.1.n.z.I.s.t.56	10	9	0.58824
forgeries	f.or.dZ.56.r0.i.z	9	7	0.58824
Ritter	r0.I.t.56	6	4	0.58824
coachman	k.oU.tS.m.5.n	8	6	0.58824
colonists	k.A.l.5.n.I.s.t.s	9	9	0.58824
Hanover	h.1.n.oU.v.56	7	6	0.58824
mandible	m.1.n.d.5.b.l	8	7	0.58824
Mariners	m.1.r0.I.n.56.z	8	7	0.58824
Ramada	r0.1.m.A.d.5	6	6	0.58824
regionals	r0.i.dZ.5.n.l.z	9	7	0.58824
teardrops	t.ir.56.d.r0.A.p.s	9	8	0.58824
campsite	k.1.m.p.s.aI.t	8	7	0.58824
chirp	tS.36.p	5	3	0.58824
cyborg	s.aI.b.or.g	6	5	0.58824
Finnish	f.I.n.I0.S	7	5	0.58824
Salome	s.1.l.oU.m	6	5	0.58824
shanks	S.1.N.k.s	6	5	0.58824
Spitfire	s.p.I.t.f.aI.56	8	7	0.58824
Boatman	b.oU.t.m.5.n	7	6	0.58824
Hales	h.eI.l.z	5	4	0.58824
receptors	r0.I0.s.E.p.t.56.z	9	8	0.58824
tadpole	t.1.d.p.oU.l	7	6	0.58824
airship	Er.S.I.p	7	4	0.58824
Tania	t.eI.n.i.j.5	5	6	0.58824
wouldst	w.U.d.s.t	7	5	0.58824
Briny	b.r0.aI.n.i	5	5	0.58824
prospector	p.r0.5.s.p.E.k.t.56	10	9	0.58824
Rosalind	r0.oU.s.5.l.I.n.d	8	8	0.58824
Voltaire	v.oU.l.t.Er	8	5	0.58824
Airman	Er.m.5.n	6	4	0.58824
Cervantes	s.36.v.1.n.t.s	9	7	0.58824
Fisk	f.I.s.k	4	4	0.58824
caballeros	k.1.b.5.l.Er.r0.oU.z	10	9	0.58824
Kona	k.oU.n.5	4	4	0.58824
sheikh	S.eI.k	6	3	0.58824
Crawley	k.r0.O.l.i	7	5	0.58824
filthiest	f.I.l.T.I.j.5.s.t	9	9	0.58824
Nagel	n.eI.dZ.l	5	4	0.58824
Durant	d.j.Ur.r0.5.n.t	6	7	0.58824
Patrice	p.1.t.r0.I0.s	7	6	0.58824
Serrano	s.E.r0.A.n.oU	7	6	0.58824
Martel	m.Ar.t.l	6	4	0.58824
Pell	p.E.l	4	3	0.58824
Brier	b.r0.aI.56	5	4	0.58824
Gummer	g.V.m.56	6	4	0.58824
Chama	tS.A.m.5	5	4	0.58824
adhere	5.d.h.ir.56	6	5	0.56863
births	b.36.T.s	6	4	0.56863
compiled	k.5.m.p.aI.l.d	8	7	0.56863
cramming	k.r0.1.m.I.N	8	6	0.56863
debilitating	d.E.b.I.l.I0.t.eI.t.I.N	12	11	0.56863
dishonesty	d.I0.s.A.n.I.s.t.i	10	9	0.56863
disillusioned	d.I0.s.I0.l.u.Z.5.n.d	13	10	0.56863
embodiment	E.m.b.A.d.I.m.5.n.t	10	10	0.56863
enthusiast	E.n.T.j.u.s.I0.j.1.s.t	10	11	0.56863
grubby	g.r0.V.b.i	6	5	0.56863
hounded	h.aU.n.d.I0.d	7	6	0.56863
implementing	I.m.p.l.I0.m.5.n.t.I.N	12	11	0.56863
influencing	I.n.f.l.u.5.n.s.I.N	11	10	0.56863
outlived	aU.t.l.I.v.d	8	6	0.56863
periodically	p.ir.r0.I0.j.A.d.I.k.l.i	12	11	0.56863
playmates	p.l.eI.m.eI.t.s	9	7	0.56863
productivity	p.r0.A.d.5.k.t.I.v.I0.t.i	12	12	0.56863
resists	r0.I0.s.I.s.t.s	7	7	0.56863
roughed	r0.V.f.d	7	4	0.56863
signifying	s.I.g.n.I0.f.aI.I.N	10	9	0.56863
simultaneous	s.aI.m.5.l.t.eI.n.ir.s	12	10	0.56863
subordinates	s.V.b.or.d.I.n.5.t.s	12	10	0.56863
tosses	t.A.s.I0.z	6	5	0.56863
unforeseen	V.n.f.or.s.i.n	10	7	0.56863
unparalleled	V.n.p.1.r0.5.l.E.l.d	12	10	0.56863
unpleasantness	V.n.p.l.E.z.5.n.t.n.5.s	14	12	0.56863
whisk	w.I.s.k	5	4	0.56863
adolescents	1.d.5.l.E.s.5.n.t.s	11	10	0.56863
alienate	eI.l.ir.n.eI.t	8	6	0.56863
carelessly	k.Er.l.5.s.l.i	10	7	0.56863
carpeting	k.Ar.p.I0.t.I.N	9	7	0.56863
castrated	k.1.s.t.r0.eI.t.I0.d	9	9	0.56863
conceivably	k.A.n.s.i.v.5.b.l.i	11	10	0.56863
dabble	d.1.b.l	6	4	0.56863
dividends	d.I.v.I.d.5.n.d.z	9	9	0.56863
entail	E.n.t.eI.l	6	5	0.56863
flickering	f.l.I.k.56.r0.I.N	10	8	0.56863
foothold	f.U.t.h.oU.l.d	8	7	0.56863
forego	f.or.g.oU	6	4	0.56863
gatherings	g.1.D.56.r0.I.N.z	10	8	0.56863
hollered	h.A.l.56.d	8	5	0.56863
hugely	h.j.u.dZ.l.i	6	6	0.56863
impregnable	I.m.p.r0.E.g.n.5.b.l	11	10	0.56863
intending	I.n.t.E.n.d.I.N	9	8	0.56863
kindling	k.I.n.d.l.I.N	8	7	0.56863
leisurely	l.E.Z.56.l.i	9	6	0.56863
lows	l.oU.z	4	3	0.56863
nibbling	n.I.b.l.I.N	8	6	0.56863
oddest	A.d.5.s.t	6	5	0.56863
orgies	or.dZ.I.z	6	4	0.56863
overseeing	oU.v.56.s.i.j.I.N	10	8	0.56863
perfecting	p.56.f.E.k.t.I.N	10	8	0.56863
securely	s.I0.k.j.Ur.l.i	8	7	0.56863
shatters	S.1.t.56.z	8	5	0.56863
slobbering	s.l.A.b.56.r0.I.N	10	8	0.56863
taxpayer	t.1.k.s.p.eI.56	8	7	0.56863
triangulate	t.r0.aI.1.n.g.j.U.l.eI.t	11	11	0.56863
videotaped	v.I.d.I0.j.A.t.eI.p.t	10	10	0.56863
widowed	w.I.d.oU.d	7	5	0.56863
yokels	j.oU.k.l.z	6	5	0.56863
accumulate	5.k.j.u.m.j.U.l.eI.t	10	10	0.56863
affinity	5.f.I.n.I0.t.i	8	7	0.56863
angelic	1.n.dZ.E.l.I.k	7	7	0.56863
aspiration	1.s.p.I0.r0.eI.S.5.n	10	9	0.56863
authorizing	O.T.56.r0.aI.z.I.N	11	8	0.56863
carols	k.1.r0.5.l.z	6	6	0.56863
contrition	k.A.n.t.r0.I.S.5.n	10	9	0.56863
correlation	k.or.r0.I0.l.eI.S.5.n	11	9	0.56863
corresponding	k.O.r0.I0.s.p.A.n.d.I.N	13	11	0.56863
diversions	d.aI.v.36.Z.5.n.z	10	8	0.56863
fraternizing	f.r0.5.t.36.n.aI.z.I.N	12	10	0.56863
handpicked	h.1.n.d.p.I.k.t	10	8	0.56863
hinge	h.I.n.dZ	5	4	0.56863
housebroken	h.aU.s.b.r0.oU.k.5.n	11	9	0.56863
imagines	I0.m.1.dZ.I0.n.z	8	7	0.56863
ingested	I.n.dZ.E.s.t.I0.d	8	8	0.56863
lunching	l.V.n.tS.I.N	8	6	0.56863
midline	m.I.d.l.aI.n	7	6	0.56863
millionth	m.I.l.I0.j.A.n.T	9	8	0.56863
offset	O.f.s.E.t	6	5	0.56863
overkill	oU.v.56.k.I.l	8	6	0.56863
overzealous	oU.v.56.z.E.l.5.s	11	8	0.56863
prickly	p.r0.I.k.l.i	7	6	0.56863
query	k.w.ir.r0.i	5	5	0.56863
redoing	r0.i.d.u.I.N	7	6	0.56863
reliving	r0.I0.l.I.v.I.N	8	7	0.56863
reprehensible	r0.I0.p.r0.I0.h.E.n.s.5.b.l	13	12	0.56863
resentful	r0.I0.s.E.n.t.f.l	9	8	0.56863
roughing	r0.V.f.I.N	8	5	0.56863
shacking	S.1.k.I.N	8	5	0.56863
sharply	S.Ar.p.l.i	7	5	0.56863
shrunken	S.r0.V.N.k.5.n	8	7	0.56863
shyness	S.aI.n.5.s	7	5	0.56863
slaughtering	s.l.O.t.56.r0.I.N	12	8	0.56863
swayed	s.w.eI.d	6	4	0.56863
treatable	t.r0.i.t.5.b.l	9	7	0.56863
uncouth	V.n.k.u.T	7	5	0.56863
underrated	V.n.d.56.r0.eI.t.I0.d	10	9	0.56863
undetectable	V.n.d.I0.t.E.k.t.5.b.l	12	11	0.56863
undue	V.n.d.j.u	5	5	0.56863
uppers	V.p.56.z	6	4	0.56863
weepy	w.i.p.i	5	4	0.56863
willed	w.I.l.d	6	4	0.56863
abundant	5.b.V.n.d.5.n.t	8	8	0.56863
ancestral	1.n.s.E.s.t.r0.l	9	8	0.56863
auditioned	O.d.I.S.5.n.d	10	7	0.56863
bask	b.1.s.k	4	4	0.56863
biter	b.aI.t.56	5	4	0.56863
blight	b.l.aI.t	6	4	0.56863
bureaucrat	b.j.u.56.r0.oU.k.r0.1.t	10	10	0.56863
captors	k.1.p.t.56.z	7	6	0.56863
catered	k.eI.t.56.d	7	5	0.56863
cojones	k.A.dZ.oU.n.z	7	6	0.56863
comedies	k.A.m.5.d.I.z	8	7	0.56863
deduce	d.I0.d.u.s	6	5	0.56863
derailed	d.I0.r0.eI.l.d	8	6	0.56863
enamel	I0.n.1.m.l	6	5	0.56863
flagrant	f.l.eI.g.r0.5.n.t	8	8	0.56863
fleshy	f.l.E.S.i	6	5	0.56863
freshness	f.r0.E.S.n.5.s	9	7	0.56863
grieved	g.r0.i.v.d	7	5	0.56863
groomed	g.r0.u.m.d	7	5	0.56863
idiocy	I.d.I0.j.A.s.i	6	7	0.56863
impoverished	I.m.p.A.v.5.I0.S.t	12	9	0.56863
improvised	I.m.p.r0.5.v.aI.z.d	10	9	0.56863
inhales	I.n.h.eI.l.z	7	6	0.56863
jagged	dZ.1.g.I0.d	6	5	0.56863
kneecap	n.i.k.1.p	7	5	0.56863
mastery	m.1.s.t.56.r0.i	7	7	0.56863
mutilate	m.j.u.t.I0.l.eI.t	8	8	0.56863
newcomers	n.u.k.V.m.56.z	9	7	0.56863
oiled	OI.l.d	5	3	0.56863
overlap	oU.v.56.l.1.p	7	6	0.56863
pesticides	p.E.s.t.I0.s.aI.d.z	10	9	0.56863
pisser	p.I.s.56	6	4	0.56863
pleads	p.l.i.d.z	6	5	0.56863
primordial	p.r0.I.m.or.d.I0.j.5.l	10	10	0.56863
printers	p.r0.I.n.t.56.z	8	7	0.56863
proficient	p.r0.5.f.I.S.5.n.t	10	9	0.56863
redeeming	r0.I0.d.i.m.I.N	9	7	0.56863
repetitive	r0.I0.p.E.t.I0.t.I.v	10	9	0.56863
repose	r0.I0.p.oU.z	6	5	0.56863
saloons	s.5.l.u.n.z	7	6	0.56863
sawing	s.O.I.N	6	4	0.56863
selecting	s.I0.l.E.k.t.I.N	9	8	0.56863
silhouette	s.I0.l.U.w.E.t	10	7	0.56863
sissies	s.I.s.I.z	7	5	0.56863
slaved	s.l.eI.v.d	6	5	0.56863
sustenance	s.V.s.t.5.n.5.n.s	10	9	0.56863
trainers	t.r0.eI.n.56.z	8	6	0.56863
trimmings	t.r0.I.m.I.N.z	9	7	0.56863
trolling	t.r0.oU.l.I.N	8	6	0.56863
uniformed	j.u.n.I0.f.or.m.d	9	8	0.56863
whatchamacallit	w.A.t.tS.5.m.1.k.5.l.I.t	15	12	0.56863
absolve	5.b.s.A.l.v	7	6	0.56863
anorexic	1.n.or.r0.E.k.s.I.k	8	9	0.56863
attends	5.t.E.n.d.z	7	6	0.56863
balmy	b.A.m.i	5	4	0.56863
biochemistry	b.aI.oU.k.E.m.I.s.t.r0.i	12	11	0.56863
blab	b.l.1.b	4	4	0.56863
cagey	k.eI.dZ.i	5	4	0.56863
cassettes	k.1.s.E.t.s	9	6	0.56863
catalogues	k.1.t.5.l.A.g.z	10	8	0.56863
disorientation	d.I0.s.or.r0.ir.n.t.eI.S.5.n	14	12	0.56863
districts	d.I.s.t.r0.I.k.t.s	9	9	0.56863
dopes	d.oU.p.s	5	4	0.56863
dyes	d.aI.z	4	3	0.56863
ejected	I.dZ.E.k.t.I0.d	7	7	0.56863
electrocute	I.l.E.k.t.r0.5.k.j.u.t	11	11	0.56863
enchantment	E.n.tS.1.n.t.m.5.n.t	11	10	0.56863
fasting	f.1.s.t.I.N	7	6	0.56863
fixated	f.I.k.s.eI.t.I0.d	7	8	0.56863
ignited	I.g.n.aI.t.I0.d	7	7	0.56863
illogical	I.l.A.dZ.I.k.l	9	7	0.56863
multitude	m.V.l.t.I0.t.u.d	9	8	0.56863
Newscaster	n.u.z.k.1.s.t.56	10	8	0.56863
ovens	V.v.5.n.z	5	5	0.56863
palette	p.1.l.5.t	7	5	0.56863
pastries	p.eI.s.t.r0.i.z	8	7	0.56863
plateau	p.l.1.t.oU	7	5	0.56863
politeness	p.5.l.aI.t.n.5.s	10	8	0.56863
routinely	r0.u.t.i.n.l.i	9	7	0.56863
sacrificial	s.1.k.r0.I0.f.I.S.l	11	9	0.56863
seventies	s.E.v.5.n.t.I.z	9	8	0.56863
shuffling	S.V.f.l.I.N	9	6	0.56863
smarten	s.m.Ar.t.5.n	7	6	0.56863
socialism	s.oU.S.5.l.I.z.5.m	9	9	0.56863
sullen	s.V.l.5.n	6	5	0.56863
Taurus	t.O.r0.5.s	6	5	0.56863
tendon	t.E.n.d.5.n	6	6	0.56863
Texan	t.E.k.s.5.n	5	6	0.56863
togetherness	t.5.g.E.D.56.n.5.s	12	9	0.56863
unscrupulous	V.n.s.k.r0.u.p.j.U.l.5.s	12	12	0.56863
websites	w.E.b.s.aI.t.s	8	7	0.56863
wiggling	w.I.g.l.I.N	8	6	0.56863
wrappers	r0.1.p.56.z	8	5	0.56863
cardigan	k.Ar.d.I.g.5.n	8	7	0.56863
commissary	k.5.m.I.s.56.r0.i	10	8	0.56863
decadence	d.E.k.5.d.5.n.s	9	8	0.56863
deductions	d.I0.d.V.k.S.5.n.z	10	9	0.56863
deniability	d.I0.n.aI.5.b.I.l.I0.t.i	11	11	0.56863
diphtheria	d.I.f.T.ir.r0.I.j.5	10	9	0.56863
focal	f.oU.k.l	5	4	0.56863
grappling	g.r0.1.p.l.I.N	9	7	0.56863
hooting	h.u.t.I.N	7	5	0.56863
orbits	or.b.I.t.s	6	5	0.56863
overdrive	oU.v.56.d.r0.aI.v	9	7	0.56863
pouty	p.aU.t.i	5	4	0.56863
prophylactic	p.r0.A.f.I0.l.1.k.t.I.k	12	11	0.56863
rationing	r0.1.S.5.n.I.N	9	7	0.56863
ruffle	r0.V.f.l	6	4	0.56863
salted	s.A.l.t.I0.d	6	6	0.56863
sapiens	s.1.p.ir.n.z	7	6	0.56863
scrotum	s.k.r0.oU.t.5.m	7	7	0.56863
smite	s.m.aI.t	5	4	0.56863
succinctly	s.5.k.s.I.N.k.t.l.i	10	10	0.56863
swindler	s.w.I.n.d.l.56	8	7	0.56863
trespassers	t.r0.E.s.p.5.s.56.z	11	9	0.56863
aggressor	5.g.r0.E.s.56	9	6	0.56863
airliner	Er.l.aI.n.56	8	5	0.56863
Beretta	b.I0.r0.E.t.5	7	6	0.56863
blacker	b.l.1.k.56	7	5	0.56863
Blvd	b.i.j.E.l.v.i.d.i	4	9	0.56863
brawn	b.r0.O.n	5	4	0.56863
clucking	k.l.V.k.I.N	8	6	0.56863
cruises	k.r0.u.z.I0.z	7	6	0.56863
deserters	d.I0.s.36.t.56.z	9	7	0.56863
ejaculation	I.dZ.1.k.j.U.l.eI.S.5.n	11	11	0.56863
fidgeting	f.I.dZ.I0.t.I.N	9	7	0.56863
hams	h.1.m.z	4	4	0.56863
infer	I.n.f.36	5	4	0.56863
litigator	l.I.t.I0.g.eI.t.56	9	8	0.56863
midwife	m.I.d.w.aI.f	7	6	0.56863
motherless	m.V.D.56.l.5.s	10	7	0.56863
Palisades	p.1.l.I0.s.eI.d.z	9	8	0.56863
peritoneal	p.E.r0.I0.t.oU.n.l	10	8	0.56863
piety	p.aI.5.t.i	5	5	0.56863
raves	r0.eI.v.z	5	4	0.56863
revision	r0.I0.v.I.Z.5.n	8	7	0.56863
scuttlebutt	s.k.V.t.l.b.V.t	11	8	0.56863
summoning	s.V.m.5.n.I0.N	9	7	0.56863
symptomatic	s.I.m.p.t.5.m.1.t.I.k	11	11	0.56863
vittles	v.I.t.l.z	7	5	0.56863
bulimic	b.j.U.l.I.m.I.k	7	8	0.56863
cannibalism	k.1.n.I0.b.5.l.I.s.5.m	11	11	0.56863
ceramics	s.I0.r0.1.m.I.k.s	8	8	0.56863
chucked	tS.V.k.t	7	4	0.56863
cloves	k.l.oU.v.z	6	5	0.56863
decryption	d.I0.k.r0.I.p.S.5.n	10	9	0.56863
defamation	d.I0.f.5.m.eI.S.5.n	10	9	0.56863
derail	d.I0.r0.eI.l	6	5	0.56863
expeditions	E.k.s.p.5.d.I.S.5.n.z	11	11	0.56863
flamethrower	f.l.eI.m.T.r0.oU.56	12	8	0.56863
forsaking	f.or.s.eI.k.I.N	9	7	0.56863
gagging	g.1.g.I.N	7	5	0.56863
illustrations	I.l.5.s.t.r0.eI.S.5.n.z	13	11	0.56863
lain	l.eI.n	4	3	0.56863
larvae	l.Ar.v.i	6	4	0.56863
luv	l.V.v	3	3	0.56863
micro	m.aI.k.r0.oU	5	5	0.56863
nipper	n.I.p.56	6	4	0.56863
percussion	p.56.k.V.S.5.n	10	7	0.56863
pondering	p.A.n.d.56.r0.I.N	9	8	0.56863
psychosomatic	s.aI.k.oU.s.5.m.1.t.I.k	13	11	0.56863
renewing	r0.I0.n.u.I.N	8	6	0.56863
semifinals	s.E.m.I0.f.aI.n.l.z	10	9	0.56863
shadowed	S.1.d.oU.d	8	5	0.56863
tactful	t.1.k.t.f.l	7	6	0.56863
thunderclap	T.V.n.d.56.k.l.1.p	11	9	0.56863
ukulele	j.u.k.5.l.eI.l.i	7	8	0.56863
unmanned	V.n.m.1.n.d	8	6	0.56863
wiper	w.aI.p.56	5	4	0.56863
admirals	1.d.m.36.r0.l.z	8	7	0.56863
anarchist	1.n.Ar.k.I.s.t	9	7	0.56863
anthill	1.n.t.h.I.l	7	6	0.56863
boarder	b.or.d.56	7	4	0.56863
bombarded	b.A.m.b.Ar.d.I0.d	9	8	0.56863
consignment	k.5.n.s.aI.n.m.5.n.t	11	10	0.56863
fait	f.eI.t	4	3	0.56863
fathoms	f.1.D.5.m.z	7	6	0.56863
hostel	h.A.s.t.l	6	5	0.56863
inaudible	I.n.O.d.5.b.l	9	7	0.56863
Samba	s.1.m.b.5	5	5	0.56863
twine	t.w.aI.n	5	4	0.56863
verily	v.E.r0.I0.l.i	6	6	0.56863
yields	j.i.l.d.z	6	5	0.56863
Afghan	1.f.g.1.n	6	5	0.56863
assassinations	5.s.1.s.I0.n.eI.S.5.n.z	14	11	0.56863
chimneys	tS.I.m.n.I.z	8	6	0.56863
curtsy	k.36.t.s.i	6	5	0.56863
hoots	h.u.t.s	5	4	0.56863
interception	I.n.t.56.s.E.p.S.5.n	12	10	0.56863
Kama	k.A.m.5	4	4	0.56863
perfumes	p.36.f.j.u.m.z	8	7	0.56863
pornos	p.or.n.oU.z	6	5	0.56863
saggy	s.1.g.i	5	4	0.56863
salve	s.1.l.v	5	4	0.56863
skateboarding	s.k.eI.t.b.or.d.I.N	13	9	0.56863
supremacy	s.u.p.r0.E.m.5.s.i	9	9	0.56863
undisputed	V.n.d.I0.s.p.j.u.t.I0.d	10	11	0.56863
badness	b.1.d.n.5.s	7	6	0.56863
christened	k.r0.I.s.t.5.n.d	10	8	0.56863
deviled	d.E.v.aI.l.d	7	6	0.56863
grids	g.r0.I.d.z	5	5	0.56863
motorboat	m.oU.t.5.b.oU.t	9	7	0.56863
Nibs	n.I.b.z	4	4	0.56863
orangutan	or.r0.5.N.g.j.u.t.5.n	9	10	0.56863
sovereignty	s.A.v.56.r0.I.n.t.i	11	9	0.56863
spatial	s.p.eI.S.l	7	5	0.56863
Tillman	t.I.l.m.5.n	7	6	0.56863
uppercut	V.p.56.k.V.t	8	6	0.56863
Antony	1.n.t.5.n.i	6	6	0.56863
Auburn	O.b.36.n	6	4	0.56863
Grenada	g.r0.E.n.A.d.5	7	7	0.56863
lances	l.1.n.s.I0.z	6	6	0.56863
passkey	p.1.s.k.i	7	5	0.56863
pizzazz	p.i.t.s.1.z	7	6	0.56863
Poseidon	p.oU.s.I.d.5.n	8	7	0.56863
Quebec	k.w.I0.b.E.k	6	6	0.56863
scholastic	s.k.A.l.1.s.t.I.k	10	9	0.56863
Tennyson	t.E.n.I.s.5.n	8	7	0.56863
vigilantes	v.I.dZ.I0.l.1.n.t.i.s	10	10	0.56863
wiz	w.I.z	3	3	0.56863
Amtrak	1.m.t.r0.1.k	6	6	0.56863
Arroyo	1.r0.OI.oU	6	4	0.56863
canst	k.1.n.s.t	5	5	0.56863
Carmel	k.Ar.m.l	6	4	0.56863
dissociative	d.I0.s.oU.s.ir.t.I.v	12	9	0.56863
Judaism	dZ.u.d.eI.s.5.m	7	7	0.56863
lifer	l.aI.f.56	5	4	0.56863
mullet	m.V.l.I.t	6	5	0.56863
Persia	p.36.Z.5	6	4	0.56863
Prix	p.r0.i	4	3	0.56863
Serendipity	s.36.r0.I0.n.d.I.p.I0.t.i	11	11	0.56863
sherbet	S.36.b.I0.t	7	5	0.56863
substation	s.V.b.s.t.eI.S.5.n	10	9	0.56863
Agua	1.g.j.u.5	4	5	0.56863
Astor	5.s.t.or	5	4	0.56863
bagman	b.1.g.m.5.n	6	6	0.56863
Dharma	d.Ar.m.5	6	4	0.56863
dilation	d.aI.l.eI.S.5.n	8	7	0.56863
entangled	E.n.t.1.N.g.l.d	9	8	0.56863
impeachment	I.m.p.i.tS.m.5.n.t	11	9	0.56863
Lien	l.i.j.5.n	4	5	0.56863
mussels	m.V.s.l.z	7	5	0.56863
Ophelia	A.f.i.l.ir	7	5	0.56863
Placid	p.l.1.s.I.d	6	6	0.56863
woolen	w.U.l.5.n	6	5	0.56863
Dearborn	d.ir.56.b.or.n	8	6	0.56863
healthcare	h.E.l.T.k.Er	10	6	0.56863
koi	k.OI	3	2	0.56863
Stunner	s.t.V.n.56	7	5	0.56863
wheeze	w.i.z	6	3	0.56863
Chapin	tS.1.p.I.n	6	5	0.56863
Hayward	h.eI.w.56.d	7	5	0.56863
Laos	l.aU.z	4	3	0.56863
Leviathan	l.E.v.aI.5.T.5.n	9	8	0.56863
Malaysian	m.5.l.eI.Z.5.n	9	7	0.56863
motorcar	m.oU.t.5.k.Ar	8	6	0.56863
robotics	r0.oU.b.A.t.I.k.s	8	8	0.56863
Madden	m.1.d.5.n	6	5	0.56863
nymphs	n.I.m.f.z	6	5	0.56863
Pic	p.I.k	3	3	0.56863
subdivision	s.V.b.d.I0.v.I.Z.5.n	11	10	0.56863
Kimura	k.I.m.j.U.r0.5	6	7	0.56863
Malta	m.A.l.t.5	5	5	0.56863
Sheffield	S.E.f.i.l.d	9	6	0.56863
cortisone	k.or.t.I0.s.oU.n	9	7	0.56863
enchantress	E.n.tS.1.n.t.r0.5.s	11	9	0.56863
Salle	s.1.l	5	3	0.56863
Stillwater	s.t.I.l.w.O.t.56	10	8	0.56863
Stoops	s.t.u.p.s	6	5	0.56863
thermite	T.36.m.aI.t	8	5	0.56863
applejack	1.p.l.dZ.1.k	9	6	0.56863
Druthers	d.r0.u.D.56.z	8	6	0.56863
Ephraim	E.f.r0.eI.m	7	5	0.56863
Denning	d.E.n.I.N	7	5	0.56863
Galloway	g.1.l.5.w.eI	8	6	0.56863
burros	b.36.r0.oU.z	6	5	0.56863
fossa	f.A.s.5	5	4	0.56863
satyr	s.1.t.5	5	4	0.56863
Whitewood	w.aI.t.w.U.d	9	6	0.56863
Beaky	b.i.k.i	5	4	0.56863
Typhon	t.aI.f.A.n	6	5	0.56863
bannock	b.1.n.5.k	7	5	0.56863
Colet	k.A.l.5.t	5	5	0.56863
angered	1.N.g.56.d	7	5	0.54902
busier	b.I.z.I.j.56	6	6	0.54902
confronts	k.5.n.f.r0.V.n.t.s	9	9	0.54902
congenital	k.A.n.dZ.E.n.I.t.l	10	9	0.54902
depriving	d.I0.p.r0.aI.v.I.N	9	8	0.54902
disputes	d.I0.s.p.j.u.t.s	8	8	0.54902
distinguishing	d.I0.s.t.I.N.g.w.I0.S.I.N	14	12	0.54902
grossed	g.r0.oU.s.t	7	5	0.54902
implicitly	I.m.p.l.I.s.I.t.l.i	10	10	0.54902
incur	I.n.k.36	5	4	0.54902
inquired	I.n.k.w.aI.56.d	8	7	0.54902
interactive	I.n.t.56.r0.1.k.t.I.v	11	10	0.54902
marginal	m.Ar.dZ.I.n.l	8	6	0.54902
nastiest	n.1.s.t.I.j.5.s.t	8	9	0.54902
nurtured	n.36.tS.56.d	8	5	0.54902
recovers	r0.I0.k.V.v.56.z	8	7	0.54902
skedaddle	s.k.E.d.1.d.l	9	7	0.54902
socializing	s.oU.S.5.l.aI.z.I.N	11	9	0.54902
trailed	t.r0.eI.l.d	7	5	0.54902
apprehensive	1.p.r0.I0.h.E.n.s.I.v	12	10	0.54902
consisted	k.5.n.s.I.s.t.I0.d	9	9	0.54902
contraire	k.A.n.t.r0.Er	9	6	0.54902
cuffed	k.V.f.t	6	4	0.54902
